age;marital;job;housing;loan;campaign;contact
35;married;management;1;1;1;cellular
31;married;management;1;0;3;cellular
42;married;management;1;0;1;cellular
54;married;management;0;0;1;cellular
37;married;management;1;0;1;cellular
34;single;blue-collar;1;0;2;cellular
38;single;technician;0;0;1;cellular
33;married;blue-collar;1;0;3;cellular
54;married;blue-collar;1;0;1;telephone
53;married;entrepreneur;0;0;1;cellular
45;married;management;1;0;1;cellular
41;married;blue-collar;1;0;1;cellular
35;married;entrepreneur;1;0;2;cellular
39;divorced;admin.;0;0;2;cellular
40;married;blue-collar;1;1;1;cellular
58;married;management;0;0;1;cellular
53;married;blue-collar;0;0;1;cellular
36;married;management;1;0;2;cellular
44;single;services;0;1;1;cellular
49;married;management;0;0;1;cellular
52;married;self-employed;1;0;1;telephone
57;married;services;1;0;1;telephone
35;married;blue-collar;1;1;2;cellular
49;married;management;0;0;5;cellular
34;married;blue-collar;1;1;7;cellular
57;divorced;retired;0;0;1;telephone
35;divorced;technician;1;0;1;cellular
41;married;management;1;1;1;cellular
35;married;entrepreneur;0;0;2;cellular
39;single;technician;1;0;5;cellular
55;married;technician;1;1;5;telephone
32;married;technician;0;1;1;cellular
36;married;entrepreneur;1;0;1;cellular
32;single;management;1;0;2;cellular
37;married;technician;1;1;1;cellular
37;married;management;1;0;1;cellular
35;married;technician;1;1;1;cellular
54;single;unemployed;1;0;1;cellular
37;married;management;0;0;1;cellular
31;married;management;1;0;1;cellular
53;married;management;1;1;2;cellular
42;single;admin.;1;0;3;cellular
50;married;technician;1;0;1;cellular
31;married;blue-collar;1;1;1;cellular
35;single;self-employed;1;0;2;cellular
35;married;entrepreneur;0;1;10;telephone
34;married;management;1;0;1;cellular
33;divorced;blue-collar;0;1;3;cellular
42;single;technician;1;0;1;cellular
44;married;blue-collar;1;0;5;cellular
35;married;management;1;0;1;cellular
58;married;technician;0;0;2;telephone
39;married;unemployed;0;0;2;cellular
49;married;housemaid;1;0;1;cellular
47;married;self-employed;0;0;1;telephone
31;single;technician;1;0;2;cellular
45;married;admin.;0;0;2;cellular
47;married;technician;0;1;1;cellular
44;married;management;1;1;1;telephone
34;married;technician;1;0;2;cellular
44;divorced;management;0;1;1;cellular
40;married;admin.;0;0;2;cellular
43;married;blue-collar;1;0;1;cellular
36;married;blue-collar;1;0;1;telephone
35;married;management;0;0;2;cellular
32;married;technician;1;0;3;cellular
42;married;management;0;0;3;cellular
39;married;blue-collar;0;0;2;cellular
49;divorced;admin.;1;0;2;cellular
47;married;blue-collar;1;0;1;cellular
32;single;blue-collar;1;0;2;cellular
55;married;admin.;0;0;3;cellular
54;married;blue-collar;0;0;3;telephone
57;married;technician;1;0;2;telephone
41;married;management;0;0;1;cellular
37;married;blue-collar;1;1;7;cellular
40;married;management;0;1;1;cellular
30;single;services;0;0;1;cellular
30;single;housemaid;1;0;2;cellular
40;married;services;1;0;8;cellular
41;married;self-employed;0;0;2;cellular
35;married;management;1;0;1;cellular
51;single;technician;1;0;2;cellular
31;single;technician;0;0;1;cellular
32;single;technician;1;0;4;cellular
37;single;admin.;0;0;2;cellular
36;single;admin.;1;1;1;cellular
39;married;management;0;0;3;cellular
34;married;management;0;0;2;cellular
34;married;unemployed;0;0;1;cellular
41;married;services;0;0;3;cellular
30;married;management;1;0;2;cellular
37;single;admin.;1;0;1;cellular
45;married;technician;0;1;2;cellular
48;married;blue-collar;1;1;1;cellular
38;divorced;management;0;0;1;cellular
43;married;management;1;0;1;cellular
36;divorced;management;1;0;1;telephone
31;single;technician;1;0;9;cellular
32;married;admin.;1;0;1;cellular
39;single;management;1;1;1;cellular
33;single;technician;1;0;1;cellular
33;married;management;0;0;1;cellular
32;married;services;1;0;3;cellular
48;married;unemployed;0;0;2;cellular
49;married;management;1;0;1;cellular
32;single;technician;0;0;1;cellular
44;divorced;entrepreneur;1;1;1;cellular
32;single;management;0;0;5;cellular
39;married;services;1;0;2;cellular
37;married;management;1;0;1;cellular
35;single;technician;0;0;1;cellular
34;married;student;1;0;1;telephone
30;married;management;1;1;1;cellular
43;married;services;1;1;2;cellular
42;divorced;services;0;0;1;cellular
30;single;services;1;0;1;cellular
46;single;management;0;1;1;cellular
35;single;technician;0;0;2;cellular
43;married;admin.;0;1;2;cellular
56;married;retired;1;1;1;cellular
59;married;management;0;0;1;cellular
35;divorced;student;0;0;1;cellular
35;single;management;1;1;1;cellular
43;divorced;admin.;1;1;1;cellular
38;married;admin.;1;1;1;cellular
50;divorced;admin.;0;0;2;cellular
43;married;management;1;0;1;cellular
57;married;services;1;0;1;cellular
33;single;services;0;1;1;cellular
36;married;management;1;0;1;cellular
31;married;admin.;1;0;1;cellular
32;single;management;0;0;4;cellular
33;divorced;admin.;1;0;1;cellular
32;married;technician;1;0;1;cellular
47;married;technician;1;0;1;cellular
39;married;unemployed;1;1;1;cellular
32;married;management;1;1;4;cellular
55;married;housemaid;0;0;3;cellular
34;married;management;0;1;9;cellular
34;married;self-employed;0;0;5;telephone
44;married;management;1;0;2;cellular
39;married;management;0;0;2;cellular
54;divorced;entrepreneur;0;0;5;cellular
31;single;management;1;0;3;cellular
31;married;unemployed;0;0;2;cellular
32;single;technician;1;0;1;cellular
45;married;management;0;0;1;cellular
30;married;self-employed;1;0;3;cellular
35;divorced;services;1;0;1;cellular
59;married;management;1;1;1;cellular
58;divorced;management;1;0;1;cellular
30;single;services;1;0;1;cellular
40;married;entrepreneur;0;0;1;cellular
41;married;entrepreneur;1;0;2;cellular
33;single;management;1;0;1;cellular
51;divorced;management;1;0;1;cellular
40;married;blue-collar;1;0;1;cellular
34;married;management;0;0;2;telephone
39;single;services;1;0;1;cellular
31;married;services;1;0;1;cellular
48;single;housemaid;0;0;1;telephone
38;married;technician;1;0;5;cellular
38;married;services;1;0;3;cellular
57;married;admin.;0;0;2;cellular
57;married;technician;1;0;1;cellular
33;married;services;1;0;2;cellular
57;married;management;0;0;5;cellular
30;single;technician;1;0;1;cellular
30;single;admin.;1;0;2;cellular
48;single;blue-collar;0;1;2;cellular
45;divorced;blue-collar;0;0;1;cellular
33;single;technician;1;0;1;cellular
40;married;management;1;0;1;cellular
48;married;blue-collar;0;1;1;cellular
39;married;management;0;1;1;cellular
36;married;technician;0;1;2;cellular
54;married;blue-collar;1;0;2;cellular
30;single;student;0;0;1;cellular
30;married;self-employed;1;0;2;cellular
47;married;self-employed;0;0;1;cellular
53;married;technician;1;0;2;cellular
33;married;entrepreneur;1;1;4;cellular
59;married;management;1;1;1;cellular
38;married;blue-collar;1;0;1;cellular
52;married;management;1;0;1;cellular
34;divorced;technician;1;1;2;cellular
56;married;housemaid;0;0;6;cellular
32;married;blue-collar;1;0;2;cellular
54;married;retired;0;1;2;cellular
49;divorced;admin.;0;0;2;cellular
39;married;admin.;0;0;1;cellular
43;single;management;0;0;1;cellular
30;married;blue-collar;0;1;1;cellular
31;divorced;entrepreneur;0;0;5;telephone
34;married;management;1;0;3;cellular
43;married;management;0;0;2;cellular
56;married;management;0;0;2;cellular
41;married;services;1;0;2;cellular
36;married;blue-collar;1;0;1;cellular
30;single;blue-collar;0;0;1;cellular
33;single;entrepreneur;0;0;3;cellular
30;single;student;0;0;1;cellular
59;divorced;management;1;0;1;cellular
39;married;entrepreneur;0;0;7;cellular
48;single;admin.;0;1;2;telephone
31;single;management;1;0;1;cellular
31;single;blue-collar;1;0;6;cellular
55;divorced;blue-collar;1;0;3;telephone
35;married;unemployed;0;1;2;cellular
39;married;management;1;0;2;cellular
45;married;technician;1;0;1;telephone
32;married;services;0;0;1;cellular
40;married;self-employed;1;0;3;cellular
50;married;services;1;0;3;cellular
32;single;self-employed;0;1;2;cellular
31;married;technician;0;0;6;cellular
32;single;blue-collar;0;0;2;cellular
36;married;management;1;0;2;cellular
32;single;services;1;0;7;cellular
30;married;admin.;1;0;4;cellular
45;single;admin.;1;0;2;cellular
57;divorced;admin.;0;1;2;cellular
37;single;entrepreneur;0;0;10;cellular
41;single;admin.;0;0;7;telephone
44;married;management;1;0;2;cellular
39;single;management;1;0;9;cellular
35;single;technician;1;0;5;cellular
30;single;admin.;1;0;1;cellular
42;married;management;0;0;3;cellular
32;married;admin.;0;0;4;cellular
32;single;management;1;0;1;cellular
33;married;management;1;0;1;cellular
44;married;blue-collar;1;0;1;cellular
57;divorced;management;0;1;2;cellular
53;married;blue-collar;1;0;2;cellular
40;single;services;1;1;6;cellular
31;married;technician;0;0;4;cellular
52;single;management;1;0;3;cellular
30;single;admin.;1;1;1;cellular
32;single;admin.;1;0;3;cellular
57;married;unemployed;0;0;1;telephone
40;married;management;1;0;1;telephone
52;married;management;1;1;2;cellular
36;single;management;0;0;1;unknown
49;married;services;1;1;4;cellular
36;single;management;1;1;7;cellular
30;married;blue-collar;0;0;6;cellular
34;married;unemployed;1;0;7;cellular
57;married;management;1;0;2;cellular
45;married;technician;0;0;1;cellular
47;married;admin.;1;0;1;cellular
41;married;management;1;1;1;cellular
34;married;unknown;0;0;2;cellular
32;single;housemaid;1;0;2;cellular
57;divorced;technician;1;0;2;cellular
41;married;management;0;0;1;cellular
57;married;retired;0;0;4;cellular
40;married;management;1;0;2;cellular
47;married;management;1;0;5;cellular
49;married;management;0;0;9;cellular
51;married;management;1;0;2;cellular
42;married;blue-collar;1;0;6;cellular
32;divorced;management;0;0;3;cellular
35;married;unemployed;0;0;2;cellular
59;single;unemployed;0;0;3;cellular
37;married;blue-collar;1;0;4;cellular
31;married;unknown;0;0;2;cellular
43;married;management;1;0;4;cellular
57;divorced;housemaid;0;0;2;cellular
43;married;technician;0;0;2;cellular
41;married;blue-collar;1;0;6;cellular
31;single;admin.;1;0;2;cellular
59;married;blue-collar;0;0;3;cellular
52;married;blue-collar;1;0;3;telephone
46;divorced;admin.;0;0;3;cellular
43;single;unknown;0;0;7;cellular
55;married;technician;1;0;2;cellular
55;divorced;retired;0;1;5;cellular
49;married;services;1;0;1;telephone
44;married;management;0;1;2;cellular
51;married;unemployed;0;1;3;cellular
40;married;services;1;0;1;cellular
37;married;management;0;0;3;cellular
30;single;management;0;0;4;cellular
53;married;management;1;0;1;cellular
32;married;entrepreneur;1;0;1;cellular
32;married;self-employed;0;0;7;cellular
45;married;blue-collar;0;0;1;cellular
35;married;entrepreneur;1;0;1;cellular
40;married;technician;1;0;1;cellular
36;married;self-employed;1;0;2;cellular
53;married;management;0;0;1;cellular
31;single;self-employed;1;0;3;cellular
31;married;services;0;0;3;cellular
36;divorced;technician;0;0;1;cellular
45;divorced;services;1;1;1;cellular
31;married;management;0;0;2;cellular
42;divorced;admin.;0;0;2;cellular
32;single;admin.;1;0;2;cellular
34;single;admin.;1;0;2;cellular
47;married;technician;0;0;2;cellular
58;divorced;management;1;0;4;cellular
38;married;management;1;0;3;cellular
31;single;management;0;0;1;cellular
31;single;management;0;0;2;cellular
53;single;self-employed;0;0;2;cellular
57;divorced;housemaid;0;0;2;telephone
37;single;services;0;1;2;cellular
31;married;services;1;0;5;cellular
56;divorced;entrepreneur;0;0;4;cellular
51;married;blue-collar;1;0;6;cellular
32;married;admin.;1;0;4;cellular
36;divorced;self-employed;1;0;2;cellular
41;married;blue-collar;1;0;1;cellular
44;married;blue-collar;1;0;4;cellular
39;divorced;technician;0;0;7;cellular
40;single;admin.;1;0;2;cellular
39;married;self-employed;0;0;3;cellular
43;married;management;0;0;4;cellular
46;married;technician;0;1;5;cellular
34;single;management;0;0;9;telephone
34;married;technician;0;0;2;cellular
45;single;management;0;0;3;cellular
34;married;management;0;0;3;cellular
41;single;student;1;0;2;cellular
38;married;admin.;0;0;2;cellular
52;married;blue-collar;1;0;3;telephone
44;married;blue-collar;1;1;2;cellular
53;single;self-employed;0;0;2;cellular
45;single;technician;1;0;2;cellular
30;married;self-employed;0;0;2;cellular
46;married;technician;1;0;2;cellular
34;single;entrepreneur;1;0;2;cellular
34;single;entrepreneur;1;0;2;cellular
41;married;technician;1;1;3;cellular
30;single;technician;0;0;3;cellular
50;married;retired;0;0;5;cellular
36;married;blue-collar;1;0;4;telephone
46;married;technician;1;0;2;cellular
32;single;entrepreneur;1;1;10;cellular
31;single;entrepreneur;1;0;2;telephone
38;married;management;0;0;4;cellular
42;married;unemployed;1;0;4;cellular
34;single;entrepreneur;1;0;3;cellular
30;single;blue-collar;0;0;3;cellular
33;married;technician;1;0;2;cellular
36;married;self-employed;1;0;2;cellular
32;single;technician;1;0;2;cellular
55;married;blue-collar;1;0;3;telephone
59;married;management;0;0;4;cellular
54;divorced;blue-collar;1;0;2;cellular
39;married;management;1;1;2;cellular
32;single;management;1;0;3;cellular
30;married;services;1;0;2;cellular
56;divorced;blue-collar;1;0;3;cellular
30;married;services;1;0;4;cellular
49;divorced;admin.;0;0;2;cellular
46;divorced;self-employed;1;1;2;cellular
52;married;admin.;0;0;3;cellular
43;divorced;admin.;1;0;4;cellular
45;married;blue-collar;1;0;2;cellular
49;married;entrepreneur;0;0;4;cellular
41;married;blue-collar;1;0;3;cellular
37;single;management;1;0;9;cellular
35;divorced;admin.;0;1;2;cellular
41;single;admin.;0;1;6;cellular
55;single;management;1;0;4;cellular
55;married;management;0;0;4;cellular
31;married;management;1;0;5;cellular
34;married;services;1;0;4;cellular
33;single;technician;1;0;2;cellular
49;married;management;1;0;3;cellular
37;single;technician;1;0;4;cellular
50;married;unemployed;0;0;2;cellular
43;married;technician;1;0;3;cellular
55;divorced;housemaid;0;0;7;cellular
58;married;management;0;0;10;cellular
32;single;technician;0;0;2;cellular
34;single;management;1;0;6;cellular
33;single;blue-collar;1;1;3;cellular
36;married;management;0;0;2;cellular
37;married;technician;1;0;4;cellular
52;married;blue-collar;0;0;2;cellular
41;divorced;self-employed;1;0;3;cellular
33;divorced;technician;1;0;2;cellular
35;married;self-employed;1;0;4;cellular
39;married;blue-collar;1;1;2;cellular
33;single;management;1;1;2;cellular
43;married;technician;1;0;4;cellular
30;single;blue-collar;0;0;3;cellular
46;married;management;0;0;2;cellular
31;single;management;1;0;2;cellular
50;married;blue-collar;1;0;3;cellular
49;married;management;0;0;2;cellular
38;married;technician;1;0;2;cellular
39;married;blue-collar;1;0;2;cellular
51;single;management;0;0;5;telephone
46;divorced;services;0;0;2;cellular
30;married;blue-collar;1;0;2;cellular
48;married;technician;0;0;2;cellular
54;married;management;1;0;2;cellular
53;married;technician;0;1;2;cellular
47;married;self-employed;0;0;3;cellular
42;divorced;management;0;1;3;cellular
33;divorced;blue-collar;1;0;3;cellular
49;married;management;0;1;4;cellular
33;single;admin.;1;0;2;cellular
33;married;entrepreneur;1;0;2;cellular
34;married;management;1;0;4;cellular
34;divorced;technician;1;1;2;cellular
35;single;entrepreneur;0;0;3;cellular
31;single;technician;0;0;3;cellular
33;single;admin.;1;0;2;cellular
31;married;services;1;0;2;cellular
30;married;technician;1;0;3;cellular
40;single;admin.;1;0;3;cellular
45;married;services;0;0;3;cellular
38;divorced;housemaid;0;0;4;cellular
45;single;retired;0;0;5;cellular
45;married;blue-collar;1;1;2;cellular
42;married;services;0;0;2;cellular
35;divorced;management;1;0;2;cellular
39;married;entrepreneur;0;1;2;cellular
44;married;housemaid;0;0;2;cellular
47;married;blue-collar;1;0;2;cellular
37;single;management;0;1;2;cellular
48;married;technician;0;0;2;cellular
37;married;blue-collar;1;0;7;cellular
50;married;management;1;0;2;cellular
46;married;technician;0;0;3;cellular
52;married;entrepreneur;0;1;2;cellular
38;married;management;0;0;6;cellular
42;married;blue-collar;1;1;2;telephone
43;married;management;1;1;2;cellular
45;married;management;0;0;2;telephone
36;single;management;0;0;2;cellular
41;married;blue-collar;1;0;3;telephone
33;married;blue-collar;1;0;2;cellular
35;married;management;1;0;4;cellular
37;divorced;housemaid;1;1;7;cellular
36;single;admin.;1;0;2;cellular
30;married;self-employed;1;1;2;cellular
33;single;management;0;0;5;cellular
33;married;entrepreneur;1;1;5;cellular
34;single;technician;1;0;2;cellular
37;married;blue-collar;1;0;8;cellular
45;married;blue-collar;1;0;2;cellular
32;single;services;0;1;7;cellular
47;married;admin.;0;0;3;telephone
32;married;services;1;0;2;cellular
32;single;self-employed;0;0;2;cellular
35;single;technician;1;0;3;cellular
55;married;unemployed;1;0;2;cellular
49;married;technician;0;0;2;telephone
33;divorced;management;1;1;7;cellular
41;single;services;1;0;5;cellular
52;married;services;1;0;2;cellular
42;divorced;self-employed;1;0;3;cellular
41;married;management;1;0;2;cellular
47;married;technician;1;0;2;cellular
58;married;entrepreneur;0;1;2;cellular
50;married;blue-collar;0;0;2;cellular
34;married;management;1;0;4;cellular
47;married;blue-collar;0;1;2;cellular
43;married;technician;0;1;2;cellular
36;single;management;0;0;6;cellular
35;single;self-employed;0;0;3;telephone
48;married;management;0;0;5;telephone
37;single;admin.;1;0;2;cellular
57;single;self-employed;1;0;5;cellular
38;single;management;0;0;2;cellular
45;married;technician;1;0;3;cellular
41;married;entrepreneur;1;1;5;cellular
47;married;housemaid;0;0;5;telephone
37;single;management;0;0;3;cellular
51;married;self-employed;0;0;3;cellular
43;married;entrepreneur;1;0;5;cellular
59;married;management;1;0;7;cellular
32;single;technician;1;0;5;cellular
50;married;entrepreneur;0;0;9;cellular
46;married;admin.;1;0;9;telephone
42;married;management;1;1;5;cellular
44;married;unemployed;0;0;4;cellular
37;single;blue-collar;1;0;3;cellular
32;married;admin.;0;0;2;telephone
32;married;admin.;1;0;2;cellular
54;married;management;0;0;2;telephone
35;married;technician;0;1;8;cellular
33;single;management;1;1;2;cellular
35;married;services;0;1;4;cellular
49;married;services;1;0;2;cellular
53;divorced;technician;0;1;2;cellular
31;married;management;0;0;2;cellular
57;divorced;services;0;0;4;cellular
46;divorced;technician;1;0;5;cellular
46;married;admin.;1;0;7;cellular
51;married;technician;0;0;3;telephone
34;married;management;1;0;3;cellular
30;married;services;0;0;4;cellular
45;married;entrepreneur;0;0;2;cellular
36;married;blue-collar;1;0;2;cellular
37;married;services;1;0;3;cellular
36;single;management;1;0;7;cellular
56;married;blue-collar;1;1;2;cellular
31;married;blue-collar;0;0;3;cellular
40;married;technician;1;1;4;cellular
50;married;self-employed;0;0;2;cellular
38;divorced;services;1;0;2;cellular
36;married;unemployed;1;0;3;cellular
32;single;management;0;0;6;cellular
35;single;self-employed;1;0;5;cellular
38;married;technician;1;0;5;cellular
51;single;management;1;0;3;cellular
32;single;services;1;0;2;cellular
46;divorced;management;1;0;4;cellular
45;single;blue-collar;0;0;2;cellular
34;married;blue-collar;1;0;2;cellular
35;married;self-employed;0;0;3;cellular
36;married;management;1;0;3;cellular
32;single;technician;1;0;2;cellular
49;married;technician;1;0;4;cellular
42;married;management;0;0;2;cellular
39;married;entrepreneur;0;0;3;cellular
44;married;management;0;0;9;cellular
36;married;technician;1;0;5;cellular
38;divorced;management;0;0;4;cellular
32;married;technician;1;0;3;cellular
50;married;technician;0;1;7;cellular
49;single;admin.;1;0;3;telephone
30;single;blue-collar;1;0;4;telephone
40;married;blue-collar;1;0;2;cellular
42;single;services;0;0;2;cellular
40;divorced;blue-collar;1;0;3;telephone
36;married;blue-collar;1;0;2;cellular
50;divorced;admin.;1;0;3;telephone
54;divorced;self-employed;1;0;3;cellular
31;single;management;0;0;1;telephone
28;single;student;1;0;1;telephone
23;single;unemployed;0;0;1;telephone
41;married;technician;1;0;1;telephone
38;divorced;management;1;1;1;cellular
50;married;technician;0;0;1;telephone
30;single;blue-collar;0;0;1;telephone
22;single;management;0;0;1;telephone
39;married;technician;0;0;1;telephone
32;single;management;0;0;1;unknown
34;married;services;0;0;1;cellular
55;divorced;retired;0;0;1;telephone
38;married;management;1;0;1;telephone
32;single;blue-collar;0;0;1;unknown
53;divorced;management;0;1;1;telephone
28;single;admin.;0;0;1;unknown
59;married;management;1;0;1;cellular
40;married;management;1;1;1;cellular
28;married;admin.;0;0;1;cellular
46;married;technician;1;0;1;cellular
54;married;technician;0;0;1;cellular
53;married;unknown;0;0;1;telephone
29;married;management;0;0;1;cellular
26;single;admin.;0;0;1;telephone
48;married;unemployed;0;0;1;cellular
38;single;management;1;0;1;cellular
42;divorced;unemployed;0;0;1;cellular
43;divorced;technician;1;0;1;cellular
42;divorced;management;0;1;1;cellular
59;divorced;services;1;0;1;cellular
27;single;services;0;0;1;cellular
37;single;housemaid;0;0;1;telephone
36;married;technician;1;0;1;cellular
58;married;retired;0;1;1;cellular
28;married;housemaid;0;0;1;cellular
42;divorced;technician;0;0;1;cellular
26;single;management;0;0;1;cellular
36;married;blue-collar;1;0;1;cellular
42;married;services;0;0;1;cellular
38;divorced;blue-collar;1;0;1;cellular
43;single;entrepreneur;0;0;1;cellular
55;married;retired;0;1;1;cellular
43;divorced;entrepreneur;1;0;1;cellular
30;single;management;1;0;1;cellular
40;single;technician;1;0;1;cellular
38;married;blue-collar;0;0;1;cellular
57;married;technician;1;0;1;cellular
60;married;retired;0;0;1;cellular
32;married;student;0;0;1;cellular
47;married;technician;0;0;1;cellular
55;divorced;technician;0;0;1;cellular
27;single;technician;0;1;1;cellular
26;single;unemployed;0;0;1;cellular
30;single;management;0;0;1;cellular
34;married;admin.;0;0;1;cellular
30;single;student;0;0;1;cellular
59;married;blue-collar;0;0;1;telephone
38;single;blue-collar;1;0;1;cellular
28;married;admin.;0;0;1;cellular
51;married;retired;1;0;1;cellular
48;married;services;0;1;1;cellular
30;single;management;0;0;1;cellular
29;married;management;0;0;1;cellular
53;single;unemployed;0;0;1;cellular
49;married;technician;1;0;1;cellular
53;divorced;technician;1;0;1;cellular
53;married;retired;0;0;1;cellular
33;married;blue-collar;1;1;1;cellular
29;single;admin.;0;0;1;cellular
37;divorced;unemployed;1;0;1;cellular
26;married;services;0;0;1;cellular
49;married;management;0;0;1;cellular
28;divorced;services;0;0;1;cellular
37;married;management;1;0;1;cellular
48;married;blue-collar;0;0;2;cellular
26;single;self-employed;0;0;1;cellular
46;married;technician;1;0;1;cellular
32;single;blue-collar;0;0;1;telephone
57;divorced;services;0;0;1;cellular
52;married;services;1;1;1;cellular
30;single;management;0;0;1;cellular
43;married;management;1;1;1;cellular
43;married;technician;0;0;2;cellular
46;divorced;technician;1;0;1;cellular
41;married;management;0;0;1;cellular
28;single;student;0;0;2;cellular
27;single;management;0;0;1;cellular
32;single;admin.;1;0;1;cellular
48;married;technician;1;0;1;cellular
46;married;management;0;0;1;cellular
30;single;admin.;0;0;1;cellular
42;single;technician;1;0;1;cellular
27;single;technician;0;0;1;cellular
43;married;technician;0;0;1;cellular
29;single;admin.;0;0;1;cellular
28;single;student;0;0;1;cellular
26;single;unemployed;0;0;1;cellular
29;single;blue-collar;0;1;1;cellular
44;married;services;0;0;1;cellular
28;single;unemployed;0;0;1;cellular
43;married;services;1;0;1;cellular
52;married;technician;1;0;2;cellular
58;married;blue-collar;0;0;1;cellular
52;married;technician;0;1;1;cellular
33;married;management;0;0;1;cellular
33;married;admin.;0;1;1;cellular
32;single;unemployed;0;0;1;cellular
33;married;management;1;1;1;cellular
31;single;management;1;1;1;cellular
58;married;technician;0;0;1;cellular
34;single;unknown;0;0;1;cellular
47;married;blue-collar;1;1;1;cellular
36;married;management;0;0;1;cellular
26;single;blue-collar;0;0;1;telephone
50;married;blue-collar;1;0;1;cellular
55;divorced;services;1;0;1;cellular
30;single;management;0;0;1;cellular
53;married;self-employed;0;0;1;cellular
52;married;unemployed;1;0;1;telephone
41;married;management;0;0;1;cellular
58;married;unemployed;0;0;2;cellular
49;divorced;management;0;1;1;cellular
58;married;admin.;0;0;1;cellular
31;married;management;0;0;1;cellular
52;married;technician;1;0;1;cellular
45;married;technician;0;0;1;cellular
58;married;retired;1;1;1;cellular
51;married;management;1;0;1;cellular
45;married;technician;0;0;1;cellular
55;married;blue-collar;0;1;1;cellular
57;married;retired;0;1;1;cellular
39;single;unknown;0;0;1;telephone
41;divorced;admin.;1;0;1;cellular
37;married;technician;1;0;1;cellular
46;married;management;1;0;1;cellular
54;divorced;unemployed;0;0;1;cellular
26;single;technician;0;0;1;cellular
31;single;technician;0;0;2;cellular
59;married;unemployed;0;0;1;cellular
48;married;technician;0;0;1;cellular
44;married;blue-collar;0;0;1;cellular
53;married;technician;1;0;1;cellular
54;married;entrepreneur;0;1;1;cellular
57;married;management;0;0;1;cellular
44;single;unemployed;0;0;1;cellular
60;married;retired;0;0;1;cellular
45;married;housemaid;1;0;1;telephone
41;married;blue-collar;0;0;1;cellular
41;divorced;services;0;0;1;cellular
29;married;admin.;0;0;1;cellular
54;divorced;retired;0;0;1;cellular
56;married;unemployed;0;1;2;cellular
31;married;unemployed;0;0;1;cellular
43;married;self-employed;0;0;1;cellular
32;single;services;0;0;1;cellular
35;single;unemployed;0;0;1;cellular
44;married;technician;1;0;1;cellular
31;married;technician;1;1;1;cellular
38;single;technician;1;0;1;cellular
31;single;housemaid;0;0;1;telephone
43;married;blue-collar;0;0;1;cellular
38;married;blue-collar;1;0;1;cellular
46;divorced;management;0;0;1;cellular
50;single;blue-collar;0;0;1;cellular
45;married;management;1;1;1;cellular
35;married;blue-collar;0;0;1;cellular
44;married;admin.;1;0;1;cellular
55;married;unemployed;0;0;1;cellular
36;married;services;0;0;1;cellular
37;married;housemaid;0;0;1;telephone
26;single;admin.;0;0;1;cellular
49;married;unemployed;0;0;1;cellular
31;single;self-employed;1;1;1;cellular
38;married;management;1;0;1;cellular
51;married;admin.;0;0;1;cellular
44;married;admin.;1;0;1;cellular
42;single;housemaid;0;0;1;telephone
58;married;unemployed;1;0;1;cellular
53;married;housemaid;0;0;1;cellular
48;divorced;management;0;0;1;cellular
45;divorced;management;0;1;1;cellular
60;married;self-employed;0;1;1;cellular
60;married;retired;0;0;2;cellular
48;married;technician;1;0;2;cellular
35;married;management;0;1;1;cellular
41;married;housemaid;0;0;1;cellular
56;divorced;admin.;0;0;1;cellular
59;divorced;retired;0;0;1;cellular
50;married;admin.;0;0;1;cellular
52;married;technician;1;0;1;cellular
48;single;management;0;1;1;cellular
57;married;blue-collar;0;0;2;cellular
36;married;admin.;1;0;1;cellular
52;divorced;housemaid;0;0;1;cellular
59;married;retired;0;0;2;cellular
57;married;blue-collar;0;1;2;telephone
37;single;services;1;0;2;cellular
50;single;housemaid;0;0;1;telephone
48;married;technician;0;0;1;cellular
58;divorced;services;0;0;2;cellular
45;divorced;technician;1;0;1;cellular
59;married;retired;1;0;2;cellular
54;married;management;1;0;2;cellular
47;married;unemployed;0;0;2;telephone
28;married;management;0;0;1;cellular
55;married;admin.;0;1;1;cellular
59;married;retired;0;0;2;cellular
45;married;management;0;0;1;cellular
39;divorced;admin.;0;0;1;cellular
45;divorced;housemaid;1;0;1;cellular
58;married;management;1;0;1;cellular
27;single;student;0;0;1;cellular
29;married;technician;0;0;2;cellular
50;divorced;management;1;1;1;cellular
43;single;unknown;0;0;1;telephone
46;single;management;0;0;1;cellular
50;married;blue-collar;0;0;1;telephone
26;single;unemployed;0;0;1;cellular
40;married;technician;0;1;1;cellular
45;married;services;0;0;2;cellular
29;single;unknown;0;0;1;cellular
37;single;housemaid;0;0;1;cellular
59;married;admin.;1;0;2;cellular
33;single;management;1;0;1;cellular
41;married;admin.;0;0;1;cellular
54;married;admin.;0;1;2;cellular
27;single;technician;0;0;2;cellular
36;single;technician;1;0;1;cellular
37;married;management;1;0;1;cellular
52;married;admin.;0;0;2;cellular
53;married;technician;1;0;1;cellular
57;divorced;retired;0;0;2;cellular
48;married;technician;1;1;1;cellular
35;single;self-employed;0;0;1;cellular
32;single;blue-collar;0;0;1;cellular
34;single;unemployed;0;0;1;cellular
28;single;unknown;0;0;1;cellular
28;single;unemployed;0;0;1;cellular
34;single;self-employed;0;0;1;telephone
36;single;admin.;0;0;1;cellular
28;single;technician;1;0;1;cellular
34;single;blue-collar;0;0;1;cellular
54;married;admin.;1;1;2;cellular
31;married;services;1;0;1;cellular
